Title,Incident_Count
VWITS_I have raised a request for O365 Admin User (RITM16882646). The request has been completed but I haven't received further details regarding my access.,1
"VWITS_I have raised a request for SSMS(Microsoft SQL Server Management Studio) installation . But after  installation, it is having issues from past 2 days due to which I’m not able to get SSMS as well which is affecting my deliveries.   Kindly assist m",1
"VWITS_I have raised a request for software installations on myServe, it's been 20 days and approval is not yet completed, Please help me here,  My Request number is REQ8412252  and Requested items numbers are RITM12762303, it's been 21 days ,Please help m",1
"VWITS_I have raised a request for the replacement of my laptop and headset as they are out of warranty. The request has been assigned to my manager, himanshu.vashistha@vwgds.in, for approval. However, he is unable to see the option to approve the request",1
"VWITS_I have raised a request on iServe for installation of visual studio. The licens got allocated and approved on 18th November but the status is not complted yet, thus I am not able to install the software.",1
"VWITS_I have raised a shopping cart for the Fire Safety System and Kitchen Equipment under CAMC. I have not selected any supplier; however, I received an email stating that \""Supplier 3300263346 is not valid for the chosen Purchasing Organization O 501017",1
VWITS_I have raised a ticket  Query 17888. but still not solved.,1
VWITS_I have raised a ticket for CATIA Software installation on my Tower Station with the hostname-IIINPUNCDPH0010 I have RITM16947602 and REQ11750124. RR no. is not generated. I have to deliver the project.,1
VWITS_I have raised firewall request RITM14677665. The request is completed but I didn't get the the RR number.,1
VWITS_I have raised on Relocation expenses claim in SAP Concur and it has been more than a week pending with Cost Object Approval. Can i get an update on when it will be completed?,1
VWITS_I have raised request to access folder but it went to Nakul who left organization. Existing approver Nitesh has already approved the request. Screenshot attached. Request to provide the access   \\\\10.105.152.23\\5001_RPA_Finance,1
VWITS_I have raised ticked for my colleague jitendra saxena with empid: 104475 email id: jitendra.saxena@volkswagen.co.in for blocking of successfactor,1
VWITS_I have raised two iServe request and those requests approved by HOD but on iServe portal it is still showing waiting for HOD approval. Could you please provide your valuable support as it is urgent for project migration work.,1
"VWITS_I have received mac and while using it at home. I am not able to connect to teams or outlook. While trying to login to teams I am getting error as \""Your sign-in was successful but does not meet the criteria to access this resource. For example, you",1
"VWITS_I have received new PKI card in place of old card, but SAP system not working with this new card, please support",1
VWITS_I have received new PKI card last week on 26th Feb when I attempted to Punch In today it did not work on the attendance machine.,1
VWITS_I have received recording access and i am able to record but its not getting saved in my one drive,1
VWITS_I have received these mails which looks like outside organization and looks like a scam/phishing attempt. I have not clicked any links or downloaded any attachments please rectify this issue,1
laptop issue,1
"VWITS_I have received three mails from invites@microsoft.com, asking me to accept invite for logging into Volkswagen Azure Production Tenant. Domain mentioned is AVWGPROD.onmicrosoft.com. I DID NOT open the link and suspect it to be a fraud. Please invest",1
VWITS_I have received vunerablibilty mail to remove Firefox and asking admin credentials request,1
"VWITS_I have recently changed my laptop, now i wanted to access Successfactor but it is asking me the company Id , Can you please help me with filling the information.",1
VWITS_I have recently got a new laptop Lenovo ThinkPad T-14 Gen-4. I need a cable/connector to connect laptop to external monitor as my work requires dual monitor setup.,1
VWITS_I have recently joined Scania account and not able to login scania Microsoft account.,1
VWITS_I have recently joined the ZPA team and need to support our application.,1
VWITS_I have recently joined the team and unable to access office 365 applications,1
VWITS_I have recently rejoined and collected my old assets. Ever since then my laptop charger has not been working.,1
VWITS_I have recently replaced my laptop. Need help to restore my backup of Sql Sever.,1
VWITS_I have recieved RSA token but it is not activated yet need help with that,1
VWITS_I have relocated to gurugram location please add me in the DL for gurugram,1
VWITS_I have replaced my laptop In my previous laptop I have admin Rights which i have raised. But now in new laptop I don't have the admin rights and to install skoda applications I need the admin rights. RITM14619797 This is the RITM number of my old re,1
VWITS_I have replaces my laptop with 32gb now installations are pending.,1
VWITS_I have requested for SAP GUI installtion request but the request is automatically gets canceled kindly help on this as this is very urgent,1
"VWITS_I have saved an excel sheet on 30th July on onedrive and apperently got deleted accidently, can I recover the same.",1
VWITS_I have scanned my machine and got some threat detected. Could you please help me out here.,1
VWITS_I have some query with the BenefitMe portal and  problem while regitering on Practo portal,1
VWITS_I have submitted my RSA token asset to IT team my emp id is 103063 and my device RSA token number is 524612109  kindly deallocate it from my asset  please forword this ticket user asset manegment team,1
VWITS_I have system performance issue past few months,1
VWITS_I have the query for PF Transfer related,1
VWITS_I have to Install Microsoft Visual C++ 2013 Redistributable (x64),1
login fail to success factor.,1
VWITS_I have to access to jira. I am trying to access board to which i have administrator access and still i am not able to access it and getting error that i dont have permission https://jira.wob.vw.vwg:8443/jira/secure/RapidBoard.jspa?rapidView=29821# .,1
VWITS_I have to change keys for my lenovo laptop - Control and Function,1
VWITS_I have to change my SuccessFactor model,1
VWITS_I have to complete mandatory training I have to complete POSH mandatory training  For me only this Welcome vedio play after that nothing comes. I tried many times.  For others after Welcome they find other vedio one by one after completing everythin,1
"VWITS_I have to download the jar file from Mulesoft anypoint platform to reconstruct its code. But while downloading it giving error \""authorization is required\""",1
VWITS_I have to install Postman in my laptop,1
VWITS_I have to install python version 3.11.9 and instal self service portal,1
VWITS_I have to need new one HDMI cable. Old one is mis placed,1
"VWITS_I have to submit January 2024 Townhall survey form by 19th January 2024, but I am unable to do so. The Microsoft edge is seeking permission to access that. I need permission to install Google Chrome browser.",1
"VWITS_I have to unable to set Date and Time format, it is asking for admin login.",1
VWITS_I have tried intelllij Idea throw manage Engine But its not installing in my laptop getting some error,1
VWITS_I have tried multiple times to install software with the help of IT team but it didn't get resolved similarly my fellow team mate also faced the same issue and he got his motherboard replaced now it is working fine,1
"VWITS_I have updated VW laptop to windows 11 now i keep getting pop of \""Password reuse is a security risk\"" when i try to login somewhere like VDI or access successfactor or any other we web services..",1
VWITS_I have updated skills however still my name is reflecting in the pending list to update skills,1
VWITS_I have updated the latest version of notepad++ from self service portal but still older version is reflecting,1
VWITS_I have wifi device with me. The battery of the device is swolen and needs to be replaced. Kindly look into the issue and do the needful.,1
VWITS_I have worked on 15th August and Public Holiday allowance is not credited to my august month salary.,1
VWITS_I have worked on 2jan and its approved by manger but in SuccessFactors its  showing as happiness leave . Can you please check,1
VWITS_I have worked on date 2nd jan 2026 and approved by my manger rohit patidar but in sucessfactor time off its showing as happiness leave . I want to update it as there is no option for update as well . Can you please check asap. Attched scrrenshot for,1
VWITS_I have working on APIM Project which is run on my personal network but my when i come to in office that time i'm unable to run my project on office network so i need open network so please provide me open network.,1
VWITS_I haven't got my headset yet; I only got mouse which is not working properly.,1
VWITS_I haven't received any mail for Success Factor and I received my assets on Friday (9th August),1
VWITS_I haven't received any update on new joiner furniture (table and chair) whom i need to contact with ? please help,1
"VWITS_I hope this message finds you well.  I noticed that my attendance for 4th September 2025 has not been regularized, despite having both swipe-in and swipe-out records for the day,  Kindly look into this and assist with the regularization at your earl",1
"VWITS_I installed Python from the Self Service Portal, but when I run python --version in the Command Prompt to verify the installation, I receive the following message:  “Python was not found; run without arguments to install from the Microsoft Store,",1
"VWITS_I installed SQL Server Management Studio from Self Service portal, but I need help to setup it in my machine",1
---> Citrix - VWITS-Citrix slowness issue,1
"VWITS_I kindly request regularization of my attendance for 25th December 2025. I was on leave on this day, so please mark it as leave. Thank you for your support",1
"VWITS_I lost my PKI card, therefore requesting to issue new PKI card",1
VWITS_I lost my sim card and Rahul Karande gave me another one which is it's replacement.,1
VWITS_I m facing network issue with sim card. My sim card is not working from last 1 month,1
VWITS_I m not added to o365 license,1
VWITS_I moved to Hudson building . I need Desktop keyboard and mouse .,1
VWITS_I need 'Enterprise Architect Import Plugin 2021x Refresh2' Below is the site for reference.,1
VWITS_I need 8th floor printer access in Congo building.,1
VWITS_I need Admin Access in my system for Installation some f application for My Order Project,1
VWITS_I need Business Trip to be applied for all Dates on March month. Except a Casual Leave on 22nd March has been applied already.,1
VWITS_I need Citrix workspace 23.0 on my laptop but could not find in software center,1
"VWITS_I need DevStack applications ( Jira, Confluence etc ) access for my ID",1
"VWITS_I need DevStack applications ( Jira, Confluence etc ) access for my ID.",1
VWITS_I need GIT installation in my system,1
"VWITS_I need Git Credential Manager installed on my Windows laptop to enable authentication with our Azure DevOps Git repositories. Currently, Git prompts for a password when cloning Azure DevOps repositories, which requires Git Credential Manager (GCM) t",1
VWITS_I need Git bash for my project work. I have raised request 15 days ago but it`s approval is still pending,1
VWITS_I need HDMI Cable,1
VWITS_I need HDMI cable,1
VWITS_I need HDMI cable as per project requirement for screen sharing on monitor compatible with Lenovo ThinkPad,1
VWITS_I need HDMI cable for connecting laptop to monitor,1
VWITS_I need HDMI cable for project related work in PTI can you please approve it,1
VWITS_I need HDMI cable or hub. My seat no is HUD-06-316,1
VWITS_I need HDMI cable.,1
VWITS_I need MS Team's recording authorization for next 90 days as DEMO session for our next release is starting from 11th August. Please find the signed form for approval from Delivery manager attached.,1
VWITS_I need MS Teams recording access as I need to give some KT sessions to the team hence I need to record the training session.,1
VWITS_I need Manage Negine isstalled in my system to access self-service portal for software installation,1
"VWITS_I need Notepad++ in my system, please guide with steps to install the same",1
VWITS_I need Omnissa Horizon client softwarewith version 2503 to be installed in my machine for project purposes. Please help me by installing this software,1
VWITS_I need PgAdmin software upgradation,1
VWITS_I need Putty software to be installed on my laptop,1
VWITS_I need SAP GUI in my local machine,1
VWITS_I need SAP software installed on my machine. Please get in touch with me to install it.,1
VWITS_I need Tomcat 9 for application development purpose,1
VWITS_I need Tomcat 9 for development purpose,1
VWITS_I need VS code in my system. could you please assist me in this matter.,1
VWITS_I need VW mails and MS Teams on my iPhone. Please help me.,1
"VWITS_I need \""ServiceCenter3\"" access",1
"VWITS_I need a HDMI cable compatable with Thinkpad Lenovo T14 , currently the monitor's cable can't be connected to the system",1
VWITS_I need a Transcribe access,1
VWITS_I need a free version of XML to update the data in SuccessFactors.,1
VWITS_I need a new mouse as my existing wired mouse is not working properly.,1
VWITS_I need a self-service portal on my laptop,1
VWITS_I need access for Udemy portal,1
VWITS_I need access for recording session in MS Teams for internal as well external call/meeting.,1
VWITS_I need access for remote desktop for VWVITHLPUB7011,1
VWITS_I need access to Printer,1
VWITS_I need access to SAP system EZD/E9Q/E0Q/E0P/E9P,1
VWITS_I need access to adobe portal to sign and share documents,1
VWITS_I need access to below items:\r\n\r\nV:V-B2B-EXPORT\r\nV:V-B2BINT\r\nV:V-KVS_USER\r\nV:V-UNIXWOB\r\nV:VWAG_CMDB_VW_USER\r\nV:VWAG_COCOADEVSTACK_RDR\r\nV:VWAG_COCOADEV_RDR\r\nV:VWAG_COCOA_RDR\r\nV:VWAG_SERVICECENTER_USER\r\nV:VWAG_TAM_AUTOCREATE_NO_P,1
VWITS_I need access to edit PDFs.,1
VWITS_I need access to mentioned role: V:V-LOTSE,1
VWITS_I need access to role: V:V-LOTSE,1
VWITS_I need admin access,1
VWITS_I need admin access for project setup,1
VWITS_I need admin access on my system to upgrade the Java version.,1
"VWITS_I need admin access, actually in my project there is testing going on so I need to change the Gradle and Java version and path in system variable, so I need admin access for one month.",1
VWITS_I need admin credential to install Gradle cert file to my system,1
VWITS_I need admin credentials to install non standard software virtual box,1
VWITS_I need admin credentials to open Command Prompt as an administrator in order to install pgvector.,1
VWITS_I need an Udemy Access,1
VWITS_I need an access to the SAP SuccessFactors,1
VWITS_I need an github copilot license,1
VWITS_I need assistance with configuring Zscaler to ensure Docker works properly with my laptop.,1
VWITS_I need assistance with my asset submission.,1
VWITS_I need assistances to reset the password of my jira  Account,1
VWITS_I need cable ties to tie all the cables together connected to mt workstation.,1
"VWITS_I need citrix access, please provide the access",1
VWITS_I need citrix latest version old not working,1
VWITS_I need citrix workspace app on my machine,1
VWITS_I need cocoa access.,1
VWITS_I need color print for Visa application cover letter. PFA. Kindly provide me the access.,1
VWITS_I need conda  for my project and when i am trying execute command getting Below error conda not found,1
VWITS_I need following KIRA resources : V:VWAG_COCOADEVSTACK_RDR V:VWAG_COCOADEV_RDR  V:V-UNIXWOB V:VWAG_VWDMS_USER,1
VWITS_I need for the House of Ideas,1
VWITS_I need google chrome browser downloaded in my laptop,1
VWITS_I need google crome to run localhost,1
VWITS_I need help on how to enable the digital signature for Document like PDF.,1
VWITS_I need help to install VSCode and Python,1
VWITS_I need help to install visual studio and sql server in my laptop,1
VWITS_I need help to regularize attendance in Success factors,1
"VWITS_I need help with installing visual studio and visual studio code professional edition. I have recieved   system generated email that ask for approval from your HOD. And I have approval, but I am not able to reply to that email as it is system genera",1
VWITS_I need manage engine application for self service tool to download applications for work.,1
VWITS_I need new PKI card reader for macbook,1
"VWITS_I need one pki card reader temporary and a new card if existing one not working,",1
VWITS_I need postgresql software for development purpose,1
VWITS_I need printer access,1
VWITS_I need printer access on 8th floor Congo building.,1
VWITS_I need printer setup to be done for my ID: WPE819C,1
VWITS_I need python software in my laptop.,1
VWITS_I need raise a ticket regarding i serve issue it is showing approval for key user. And i am the key user so it is stucked,1
VWITS_I need read write access to  \\\\10.105.152.23\\100404_hr_bot shared drive,1
VWITS_I need recording access in Microsoft Teams,1
VWITS_I need recording access which is expired.,1
"VWITS_I need recording provision in Ms teams, as I am extern employee unable to do record any session now",1
VWITS_I need remote desktop access for system,1
"VWITS_I need request to access the recording of the KT of my new project i have all the access and PDF with all approvals , i need it urgenty as my KT starts today at 1 PM. Please assist on this on priority",1
VWITS_I need self-service portal installed in my system,1
VWITS_I need some help with Copilot. My account is currently on GitHub Copilot Free. Could you please help me get the business account activated?,1
VWITS_I need ssh-agent access not able to do the proxy setup for mongodb from localsystem to aws.,1
"VWITS_I need support the following softwares in my laptop: Docker, Postman, WSL",1
Account Blocked,1
VWITS_I need team recording access,1
VWITS_I need the MS team recording enabled and also need to install Active Presenter application for recording of the meetings,1
"VWITS_I need the access to BitBucket and Zira Board, please guide me regarding that.",1
"VWITS_I need to access a feedback link but even after using PKI card and VPN, it is directing me to CloudIDP Login page and it's not working with known passwords. Please assist me. Thanks",1
VWITS_I need to add printer on my system,1
VWITS_I need to add two people to shared mailbox,1
"VWITS_I need to add variable path for python software for my project work. need help at  Advanced sys settings, Could you please help asap",1
VWITS_I need to apply the leave for back date,1
VWITS_I need to change my office working days to Tuesday and Wednesday from Thu and Fri in Successfactors as my team goes to office on Tue and Wed,1
VWITS_I need to change my password as my wifi is not working and zscalar too,1
VWITS_I need to change my signin password,1
"VWITS_I need to change the name of share-point page \""https://volkswagengroup.sharepoint.com/sites/VWGDSMendixHub\"", please let me know the proess for it.",1
VWITS_I need to clean temp file from my laption which needs admin rights,1
VWITS_I need to configure new url property in hosts file that would be require for my project.,1
VWITS_I need to configure printer from EWM lab,1
VWITS_I need to configure this email,1
VWITS_I need to configure virtual PKI card in my system - GGN,1
"VWITS_I need to connect my laptop to a screen that requires an HDMI cable, but the cable I have is different and my laptop doesn’t have a port for it. I need a cable or another device that will allow me to connect my laptop to the screen.",1
"VWITS_I need to create a local database for the ART Tool project. I received a backup file from the server, but it only supports SSMS 2022 and later versions.",1
VWITS_I need to digitally sign a pdf document however I do not remember my signature PIN.,1
VWITS_I need to do attendance regularization for last month as in SF i was not able to do it however it was missed as we shifted to new building,1
VWITS_I need to download and install Salesforce CLI to complete the Salesforce Trailhead modules assigned to me.,1
VWITS_I need to enable VW citrix link : https://vwits.scania.com/Citrix/vwitsWeb/ in my laptop,1
"VWITS_I need to enable Windows component called ""windows subsystem for linux (WSL)""",1
VWITS_I need to have Mac Keypass installed in my MacOS,1
VWITS_I need to have attendance regularized for 2 July 2025 for out time of 5:15 PM,1
VWITS_I need to have cocoa dev stack demand access.,1
VWITS_I need to install Adobe editable version. Please support,1
Account Locked,1
VWITS_I need to install Apache Jmeter for testing.,1
VWITS_I need to install Git on my machine for project work.,1
VWITS_I need to install Global connect,1
VWITS_I need to install Microsoft Visual C++.,1
VWITS_I need to install NOde.js version 20.19.6 for updating angular CLI for the project,1
VWITS_I need to install Node version 20 in my machine,1
VWITS_I need to install Notepad++,1
VWITS_I need to install Ollama application from self-service portal but unfortunately I am not able to install,1
"VWITS_I need to install Ollama application from self-service portal, it is not installing by me getting re-install option again and again",1
VWITS_I need to install POSTMAN,1
VWITS_I need to install SAP GUI  in system but when i raise a ticket in MY serve   the ticket gets canceled.,1
VWITS_I need to install SAP GUI and access for the same,1
VWITS_I need to install SAP GUI to access VFS/CPH client 520 and 530 system. Kindly install it,1
VWITS_I need to install SAP application in my system.,1
VWITS_I need to install Salesforce CLI in my system please help me,1
VWITS_I need to install TLS Settings for which Admin credentials will be required. Please help me to setup the same.,1
VWITS_I need to install VS code 1.104 version in my laptop for the project,1
VWITS_I need to install WSL on my laptop as some tests as part of my project are not able to run on windows environment.,1
VWITS_I need to install WinSCP software for my project,1
"VWITS_I need to install \""Node Js\""",1
"VWITS_I need to install docker desktop, postman, postgresql for practice purpose",1
VWITS_I need to install jenkins in my system,1
"VWITS_I need to install latest intllij software,  issue",1
VWITS_I need to install new version of Automation Anywhere BOT Agent.,1
"VWITS_I need to install nodejs version 20.20.0, i already have 20.19 in my machine",1
VWITS_I need to install oracle 18c in my new laptop.,1
VWITS_I need to install plugin in cameo it is asking for admin credentials,1
VWITS_I need to install postman application in my system,1
VWITS_I need to install python 3 to get started work on my project,1
VWITS_I need to install self service portal in my system.,1
VWITS_I need to install the CPI Helper tool,1
VWITS_I need to install the Notepad++,1
VWITS_I need to install yarn,1
VWITS_I need to installed notepad++,1
VWITS_I need to move folder from Desktop to Program files. Its asking for Administrator permission which required account id and password.,1
"VWITS_I need to raise a ticket to grant me access for the \""B2B Ums\"" portal w",1
VWITS_I need to raise ticket on behalf of my manager,1
"VWITS_I need to re-install some pending software in new replaced laptop, hence raising this request.",1
"VWITS_I need to regularize my attendance on 7th October, 2025. Please input IN time as 10:00:00 AM",1
VWITS_I need to regularize the attendance for 29th January with swipeIN time as 07:50 AM for a missed swipe.,1
VWITS_I need to remove admin rights from my system.,1
VWITS_I need to reset my PKI card signature pin,1
VWITS_I need to reset my reset password of PKI access card as i am seeing some issue and it got locked,1
VWITS_I need to set Java 17 environment variable,1
VWITS_I need to set an environment variable in Eclipse,1
VWITS_I need to set one path in environment variables.,1
VWITS_I need to setup MS authenticator as I have changed my phone request you to reset MFA,1
VWITS_I need to sign a document digitally but i am unable to do that.,1
VWITS_I need to uninstall the node.js.,1
"VWITS_I need to uninstall, and re-install Java as the Java updates have caused problems with other applications.",1
"VWITS_I need to update Notepad ++ as vulnerability is detected, could you share the self service portal link so that I can update the same",1
VWITS_I need to update my existing version of VMWare Horizon client.,1
VWITS_I need to update poetry version 2.10 to 1.8.2 but I am facing the issue,1
VWITS_I need to update the Catia Version from R 32 to R 34,1
VWITS_I need to update the cert file under JDK folder but I am getting access denied.,1
VWITS_I need to update the host file for scania for access from VWITS,1
VWITS_I need to upgrade java version from JDK 17 to JDK 23,1
VWITS_I need to upgrade my nodejs version to 20.18.0,1
VWITS_I need to upgrade my notepad++ to-> 8.9.2,1
VWITS_I need to upgrade my system.,1
"VWITS_I need to utilize my time going through some training but when I try to browse the courses getting error \""Unfortunately there are no user licenses left to create your account. Please contact your IT department or manager for help.\""\""",1
VWITS_I need urgently to upgrade my powershell,1
VWITS_I need user credential to setup an environment.,1
VWITS_I need wifi Guest account to use it teams from Mobile and copy data from Client's laptop to VWS,1
VWITS_I need your help to take backup of my Data to the onedrive.,1
VWITS_I needed Admin cred to change env path,1
VWITS_I neeed to install and I need to downgrade my python 13 to 12 but  facing issue because its project requirement,1
VWITS_I nees to install notpad++ for the project purpose,1
VWITS_I not able clone repo in office network cloud fix this issue,1
"VWITS_I noticed that income tax has been deducted from my salary for  the month of June, but there was no such deduction in may. Since I’m new and this was not previously communicated. then why they deducted incom tax amount from salary.  i want to know",1
"VWITS_I ot a new PKI card, the gate access is working but i am not bale to register my Attendance using the same card.",1
"VWITS_I previously requested these software applications, but I was informed that they are available on the self-service portal for direct download. I attempted to download them, but they are not installing properly.",1
"VWITS_I raised IT Security Exception Request Form , but my HOD not able to see this request in his inbox",1
"VWITS_I raised RITM10956469 for npm . while moving to new building Ganges, it was not installed on new laptop. Kindly install on new laptop",1
VWITS_I raised SC via Shopping Cart Power App where cost center and WBS used for Congo location but in SC billing address captured of Bangalore office which is not correct,1
VWITS_I raised a query earlier on seperation in success factor.,1
VWITS_I raised a request i.Serve request to install Docker desktop on my system(REQ11550658) and got approval as well and the ticket is closed but I don't see the docker desktop installed my system.,1
"VWITS_I raised a request on myServe to install VS professional edition and now, it got apprI tried installing it, but now it needs admin credential for which I need help someone from IT help desk.",1
"VWITS_I raised a service request twice for Teams recording access but I didnot received ticket number twice. I had access earlier but now expired. I urgently need the recording access, please help me with the same. My previous ticket number RR21998654.",1
VWITS_I raised request for Admin access on MY.serve Ticket number RITM16886193. The ticket is resolved but I didnt get any access,1
"VWITS_I raised request regarding HDMI cable  \""RITM16657918\"" It is showing as complete but I didn't received HDMI cable as of now",1
"VWITS_I raised this request(REQ9890229) a month ago  , and its still open.",1
VWITS_I raised ticket behalf of my colleagues. he unable to login as bit locker get locked out,1
"VWITS_I raised ticket for GitHub copilot license access it was resolved and set by IT team, the ticket number is RR21686925 and currently I don't have access for GitHub copilot can you please check",1
"VWITS_I receive the following error:  \""Action 'Export_To_File_for_Power_BI_Reports' failed:",1
VWITS_I received a junk mail and i found it was not from VW so I just reported it,1
VWITS_I received a pop-up for a BIOS update from Digital Workspace,1
"VWITS_I received an email from Probst, Andreas (EXTERN: Invenate) stating that my MacBook Pro (Serial: C02X2M9YJG5J, Computer Name: IIINPNQMC005960) is considered inactive and may have its management record deleted on January 15th, 2026.  I am not sure wh",1
VWITS_I received an email that VWITS is hiring for some internal positions.,1
VWITS_I received email related to issuance of pki card but i already hold mine.,1
VWITS_I received mail for the PKI card. With that mail there are few certificates which are required to delete but I am not able to see those certificate.,1
VWITS_I recently got relocated to GGn from Pune location so i want to add myself in GGN DL,1
"VWITS_I recently had my laptop and mobile replaced, due to which I’ve lost access to 2FA. As a result, I’m currently unable to use GitHub Copilot. Could you please help me with restoring 2FA access or re-enabling Copilot?",1
"VWITS_I recently received an authorization approval email for the role in Teamcenter VW 370 – Konstrukteur, which was processed by TE Authorization Management Support. The notification came from a no‑reply address, so I’m unable to directly contact",1
VWITS_I recently replaced my PKI Card as old one was damaged however attendance is not working on new card its giving an error “No Master Record”. As per the PKI Team suggestion I am reaching out to you. Can you please check and let me know if you can,1
VWITS_I recived an email from unknown external email ID. I think it is a phishing email.,1
"VWITS_I replaced my PKI card to new PKI card. It is working fine for all access gates but while doing Punch in and Punch out in Attendance machine, I am facing issue. It is showing error like (NoRecordFound)",1
VWITS_I replaced my laptop I need HDMI cable,1
VWITS_I replaced my laptop and received a notification to update Notepad++ to version 8.8.9.,1
VWITS_I request devstack access for below mentioned user,1
VWITS_I request the VW IT team to add the following entries to the host file on my PC,1
VWITS_I request you to provide me THE Nerdy Tech Box access in One Connect,1
"VWITS_I requested SC3 access using the email address extern.tanushree.jaiswal@volkswagen.de , but the access was granted to tanushree.jaiswal@volkswagen.co.in",1
VWITS_I require HDMI cable to connect my lenovo laptop,1
"VWITS_I require \""Record and Transcribe\"" enabled in Microsoft Teams to Record the Calls.",1
VWITS_I require access for Jira and Confluence link which resides on Cocoa Devstack.,1
VWITS_I required Code Lite software Installation in my VM.,1
VWITS_I required notepad++ upgrade version installation,1
VWITS_I required snipping tool in my system. Please push snipping tool from backend to my system (VWVITHLPUB767.ppune.vwgi.apac.vwg),1
VWITS_I sit at Congo 8th floor. Kindly provide access for printer,1
"VWITS_I submitted one idea in IMS in existing product category, but department is not showing to my idea. also its not going into my manager's queue for approval",1
Account is getting locked need logs for same,1
"VWITS_I tried to access IJP portal in successfactor, but unable to search for any job opportunity.",1
Account lock-GGN,1
"VWITS_I tried to install the Citrix Workspace App from the Self-Service Portal, but the installation is failing. I need to install the Citrix Workspace App to connect to the client environment. Please help on this issue",1
VWITS_I tried to log in into the teams and outlook in mobile but it is not accesible. Please provide access asap.,1
"VWITS_I unbale to complete the Course \""Mandatory – Online Information Security Refresher Training_Rev7\"" in SAP Success Factor",1
VWITS_I wan to apply earned leave on 10th September 2025 and 16th September 2025.,1
"VWITS_I wan to download my certificate for automation. However, the system is not allowing to download the private key of the certificates. It is very essential to have private key in the downloaded certificate. Please help to get this done.",1
VWITS_I want Chrome browser on my lasptop.Kindly consider my request,1
VWITS_I want Desktop for work from Home purpose.,1
VWITS_I want HDMI cable...,1
VWITS_I want IntelliJ Ultimate version install and download,1
VWITS_I want a HDMI cable for desktop connection,1
VWITS_I want access of V:V-B2BINT  V:V-B2B-EXPORT.,1
Account locked,1
VWITS_I want access to success factor. I don't have credentials. Please do needful,1
VWITS_I want installation of JAVA 8 32-bit.,1
VWITS_I want maven software installation on urgent basis,1
VWITS_I want my system to be reset,1
VWITS_I want notepad++,1
VWITS_I want postman,1
VWITS_I want the teams meeting recording access for powerCo project. so please provide me the recording access.,1
VWITS_I want this email ID under groups in Outlook- prime.application@volkswagen.co.in as this is the email ID which is going to be used for the PRIME application to communicate with the customers. These are the tickets regarding this issue- IR22030482 an,1
VWITS_I want to Install AZURE CLI software to communicate with Azure from my shell,1
VWITS_I want to Install MYSQL software for my practice,1
VWITS_I want to access client-side hosted site on my mobile device.,1
VWITS_I want to access on sc3,1
Afternoon shift update:15/10/2024,1
VWITS_I want to access printer,1
VWITS_I want to access udemy courses.,1
VWITS_I want to add Profile picture for Teams. How we can add it ?,1
VWITS_I want to add following IP address information in the “Hosts file” so that I can access BEFAS application through Admin account. Path: C:\\Windows\\System32\\drivers\\etc\\hosts 10.186.68.92   q-kpi.wob.vw.vwg 10.186.68.71  q-kpi-chpu.wob.vw.vwg,1
VWITS_I want to add git_hub token in system variable.,1
VWITS_I want to add one more account  in Outlook but it is getting failed,1
VWITS_I want to add python path at Advanced System setting omn MAN machine need help for admin credentials,1
VWITS_I want to add users id in desktop for remote testing,1
VWITS_I want to applied Earned Leave which i have not applied before for 9 and 10 February.,1
"VWITS_I want to apply back dated Earned Leaves for 14th, 19th and 20th Aug",1
"VWITS_I want to authenticate to k8s lens application but not able to receive OTP at earliest, so the session is expiring before receiving OTP on mail",1
"VWITS_I want to avail the new SIM card, help me with the process",1
"VWITS_I want to change business laptop password, as old password is about to expire.",1
VWITS_I want to change my Hybrid model in Success Factors from Thursday Friday to Tuesday Wednesday.,1
VWITS_I want to change my PKI card pin,1
VWITS_I want to change my hybrid model to thursday and friday according to my project,1
VWITS_I want to change my working model from five days working to thursday friday on success factor,1
"VWITS_I want to change the owner for the Distribution list \""VWVI DL PL VWITS Region China and APAC\"" to Ajay Singh (103661)",1
VWITS_I want to cleanup of C drive,1
"VWITS_I want to complete this course; however, there is no online content available, and it is being marked as due each day. 1.Volkswagen Group Digital Solutions Private Limited Mini-Induction 2.Volkswagen Group Digital Solutions Private Limited Induction",1
"VWITS_I want to configure the Virtual card as I received new PKI card and it's not working now, please assist.",1
VWITS_I want to configure virtual smart card for my pc. I am getting an error while configuring it via vsc/ could you please assist me to configure that.,1
VWITS_I want to configured printer to my machine on 8th floor Congo building.,1
VWITS_I want to connect laptop to monitor in office but the connector for monitor is not HDMI so need a converter,1
VWITS_I want to convert my physical PKI card to virtual,1
VWITS_I want to copy java 17 from download to c drive and also want to set the System environment variable.,1
VWITS_I want to copy one file into Cameo Installation folder. So need administrative help to perform this task.,1
VWITS_I want to create a sharepoint survey link with below questions:,1
VWITS_I want to create a support shared email id but i am not able to access the resource allocation form. As it giving me error like   Welcome to i.Serve - The International Service Portal Sie sind momentan wegen WebSeal / SSO Problemen nicht in my.Serve,1
VWITS_I want to create support email id but when i am trying to click on the link provided to fill the form itsgiving me error currently you are logged out.,1
VWITS_I want to create this request on behalf of my colleague whose. id  : 104456 Name : Swapnil Suryawanshi email : swapnil.suryawanshi@vwgds.in His PKI card is not working/ Expired  please fix it he is unable to login and access anything which requires,1
VWITS_I want to create ticket for account unclock for user :- eul5k90. As his laptop is locked.,1
